method,target_prune_rate,base_accuracy,pruned_accuracy,parameter_reduction_pct,mac_reduction_pct,params_before,params_after,macs_before,macs_after,pruning_time_sec,layer_names,layer_sensitivities,layer_pruning_rates,retained_channels,status,seed,dataset,architecture,baseline_training_accuracy,final_accuracy,accuracy_change,recovery_efficiency_eta,baseline_latency_ms,pruned_latency_ms,speedup,error
E-HRAP,0.5,92.76,78.34,74.06388279880917,71.62750328042989,9227210,2393180,151589888,43009836,4.301326751708984,"[""features.conv1"", ""features.conv2"", ""features.conv3"", ""features.conv4"", ""features.conv5"", ""features.conv6"", ""features.conv7"", ""features.conv8""]","[0.4098921865224838, 0.035152516017357506, 0.0243692717825373, 0.026998161959151428, 0.010274981614202261, 0.01029174712797006, 0.002672211383469403, 0.005555054328093926]","{""features.conv1"": 0.22684579084781736, ""features.conv2"": 0.47657418699806314, ""features.conv3"": 0.4837601950458052, ""features.conv4"": 0.4820082894453758, ""features.conv5"": 0.49315270071212575, ""features.conv6"": 0.4931415280896536, ""features.conv7"": 0.49821922493001947, ""features.conv8"": 0.4962980839311396}","[50, 67, 133, 133, 260, 260, 257, 258]",ok,42,FashionMNIST,VGG11BN,92.76,92.79,0.030000000000001137,19.510184254385777,1.225431500643026,1.345643499007565,0.9106657904168546,
Uniform-Magnitude,0.1,93.01,92.78,10.993705381441915,17.489808320461854,2472906,2201042,40440832,33367808,2.4283559322357178,"[""conv1"", ""conv2"", ""conv3""]","[NaN, NaN, NaN]","{""conv1"": 0.1, ""conv2"": 0.1, ""conv3"": 0.1}","[58, 116, 231]",ok,42,FashionMNIST,SimpleCNN,93.01,93.25,0.23999999999999488,4.275173689786059,0.5229429989412893,0.7160705008573132,0.7302954085040473,
Uniform-Magnitude,0.2,93.01,92.29,22.17945202931288,34.06125769123642,2472906,1924429,40440832,26666176,2.138289451599121,"[""conv1"", ""conv2"", ""conv3""]","[NaN, NaN, NaN]","{""conv1"": 0.2, ""conv2"": 0.2, ""conv3"": 0.2}","[52, 103, 205]",ok,42,FashionMNIST,SimpleCNN,93.01,93.2,0.18999999999999773,4.102896675703797,0.5229429989412893,0.7256519984366605,0.7206525994111694,
Uniform-Magnitude,0.3,93.01,91.31,32.73149080474551,49.16820702402958,2472906,1663487,40440832,20556800,2.151820182800293,"[""conv1"", ""conv2"", ""conv3""]","[NaN, NaN, NaN]","{""conv1"": 0.3, ""conv2"": 0.3, ""conv3"": 0.3}","[45, 90, 180]",ok,42,FashionMNIST,SimpleCNN,93.01,93.29,0.28000000000000114,6.049220341998408,0.5229429989412893,0.6761549993825611,0.7734069842252455,
Uniform-Magnitude,0.4,93.01,89.89,43.31163416644223,61.980920669485734,2472906,1401850,40440832,15375232,2.0685336589813232,"[""conv1"", ""conv2"", ""conv3""]","[NaN, NaN, NaN]","{""conv1"": 0.4, ""conv2"": 0.4, ""conv3"": 0.4}","[39, 77, 154]",ok,42,FashionMNIST,SimpleCNN,93.01,93.1,0.0899999999999892,7.411403568067389,0.5229429989412893,0.676100999044138,0.7734687564145278,
Uniform-Magnitude,0.5,93.01,86.23,53.612713139925255,73.32945078874738,2472906,1147114,40440832,10785792,2.207533597946167,"[""conv1"", ""conv2"", ""conv3""]","[NaN, NaN, NaN]","{""conv1"": 0.5, ""conv2"": 0.5, ""conv3"": 0.5}","[32, 64, 128]",ok,42,FashionMNIST,SimpleCNN,93.01,92.98,-0.030000000000001137,12.590297346793463,0.5229429989412893,0.749937000364298,0.6973159061191253,
Adaptive-Magnitude,0.1,93.01,92.97,10.011500639328789,14.38846757653255,2472906,2225331,40440832,34622016,2.6759257316589355,"[""conv1"", ""conv2"", ""conv3""]","[0.1435252527395884, 0.020600369510551293, 0.027370915437738102]","{""conv1"": 0.047535512583801814, ""conv2"": 0.09246970267374253, ""conv3"": 0.08999478474245569}","[61, 117, 233]",ok,42,FashionMNIST,SimpleCNN,93.01,93.14,0.12999999999999545,1.6980471372311592,0.5229429989412893,0.7339604999287985,0.7124947445973182,
Adaptive-Magnitude,0.2,93.01,92.61,20.340967266851226,28.492391056642948,2472906,1969893,40440832,28918272,2.555654287338257,"[""conv1"", ""conv2"", ""conv3""]","[0.1981448084115982, 0.02037520178904136, 0.026949211334188778]","{""conv1"": 0.08699082922016022, ""conv2"": 0.18837928342857005, ""conv3"": 0.18462988735126978}","[59, 104, 209]",ok,42,FashionMNIST,SimpleCNN,93.01,93.17,0.1599999999999966,2.7530647518056304,0.5229429989412893,0.6778545011911774,0.7714679153451576,
Adaptive-Magnitude,0.3,93.01,92.47,31.430753938888092,41.276935153065104,2472906,1695653,40440832,23748096,2.392948627471924,"[""conv1"", ""conv2"", ""conv3""]","[0.28840922315915424, 0.01707599808772405, 0.015516478568315506]","{""conv1"": 0.11132206808159817, ""conv2"": 0.2888288454531968, ""conv3"": 0.28984908646520496}","[57, 92, 182]",ok,42,FashionMNIST,SimpleCNN,93.01,93.1,0.0899999999999892,2.004406261539021,0.5229429989412893,0.7026464991213288,0.7442476403073782,
Adaptive-Magnitude,0.4,93.01,91.96,40.621560221051666,53.27653001797787,2472906,1468373,40440832,18895360,2.646028518676758,"[""conv1"", ""conv2"", ""conv3""]","[0.38983870546023053, 0.014615683816373348, 0.035460468692084156]","{""conv1"": 0.15187281004126962, ""conv2"": 0.3906973101852454, ""conv3"": 0.37742987977348497}","[55, 78, 160]",ok,42,FashionMNIST,SimpleCNN,93.01,93.0,-0.010000000000005116,2.5602167773482956,0.5229429989412893,0.6802659991080873,0.768733112674942,
Adaptive-Magnitude,0.5,93.01,90.81,51.49342514434434,63.278302483984504,2472906,1199522,40440832,14850560,2.550215482711792,"[""conv1"", ""conv2"", ""conv3""]","[0.41074804464975995, 0.02583848622937997, 0.01824784961839517]","{""conv1"": 0.18392491466859312, ""conv2"": 0.4801170039732034, ""conv3"": 0.4859580813582035}","[53, 67, 132]",ok,42,FashionMNIST,SimpleCNN,93.01,93.13,0.11999999999999034,4.505429564059218,0.5229429989412893,0.6995999992795987,0.7474885641506304,
Adaptive-Correlation,0.1,93.01,91.33,10.449487364258893,14.569670574532196,2472906,2214500,40440832,34548736,3.1609411239624023,"[""conv1"", ""conv2"", ""conv3""]","[0.26558731993039447, 0.026846826697389286, 0.02022883513321479]","{""conv1"": 0.04053945148729258, ""conv2"": 0.0939894455741685, ""conv3"": 0.09547110293853896}","[62, 116, 232]",ok,42,FashionMNIST,SimpleCNN,93.01,93.45,0.4399999999999977,20.28807659264882,0.5229429989412893,0.6841915001132293,0.7643225600650484,
Adaptive-Correlation,0.2,93.01,90.22,20.671873496202444,28.04547641354164,2472906,1961710,40440832,29099008,3.1948132514953613,"[""conv1"", ""conv2"", ""conv3""]","[0.3472873568534851, 0.017191243668397267, 0.029509507740537327]","{""conv1"": 0.0765946764893119, ""conv2"": 0.19389125188526615, ""conv3"": 0.189514071625422}","[60, 104, 208]",ok,42,FashionMNIST,SimpleCNN,93.01,93.34,0.3299999999999983,15.092971619496263,0.5229429989412893,0.6879095017211512,0.7601915624553588,
Adaptive-Correlation,0.3,93.01,87.0,28.15978448028352,40.976407211404556,2472906,1776541,40440832,23869632,3.1818313598632812,"[""conv1"", ""conv2"", ""conv3""]","[0.11178029825290044, 0.02080510836094618, 0.03636014461517334]","{""conv1"": 0.16105663947736457, ""conv2"": 0.2741391665893821, ""conv3"": 0.2548041939332533}","[54, 93, 191]",ok,42,FashionMNIST,SimpleCNN,93.01,93.1,0.0899999999999892,21.662097606858453,0.5229429989412893,0.68016449768038,0.7688478312595322,
Adaptive-Correlation,0.4,93.01,81.76,40.49446278993217,52.672625528574684,2472906,1471516,40440832,19139584,3.271442174911499,"[""conv1"", ""conv2"", ""conv3""]","[0.2413700670003891, 0.021886541818579037, 0.022724689915776253]","{""conv1"": 0.1636781878426441, ""conv2"": 0.37857121519373815, ""conv3"": 0.3777505969636178}","[54, 80, 160]",ok,42,FashionMNIST,SimpleCNN,93.01,92.92,-0.09000000000000341,27.559323500334525,0.5229429989412893,0.6729684992023977,0.7770690597867231,
Adaptive-Correlation,0.5,93.01,74.7,50.451048280848525,63.33574937330666,2472906,1225299,40440832,14827328,3.102172613143921,"[""conv1"", ""conv2"", ""conv3""]","[0.4083244601885478, 0.029068756848573685, 0.036023521795868874]","{""conv1"": 0.19812313477067806, ""conv2"": 0.478509283549879, ""conv3"": 0.47336758167944293}","[52, 67, 135]",ok,42,FashionMNIST,SimpleCNN,93.01,92.77,-0.2400000000000091,35.81689700362372,0.5229429989412893,0.7047235012578312,0.742054150326916,
E-HRAP,0.1,93.01,93.01,10.449487364258893,14.569670574532196,2472906,2214500,40440832,34548736,3.0974271297454834,"[""conv1"", ""conv2"", ""conv3""]","[0.2600353608528773, 0.019457871094346046, 0.020669683814048767]","{""conv1"": 0.03935801425190597, ""conv2"": 0.09546229429058618, ""conv3"": 0.09517969145750785}","[62, 116, 232]",ok,42,FashionMNIST,SimpleCNN,93.01,93.34,0.3299999999999983,3.1580496582896513,0.5229429989412893,0.6917760001670104,0.755942673372651,
E-HRAP,0.2,93.01,92.74,20.671873496202444,28.04547641354164,2472906,1961710,40440832,29099008,3.145092725753784,"[""conv1"", ""conv2"", ""conv3""]","[0.36249826351801556, 0.020413779964049656, 0.028735145926475525]","{""conv1"": 0.07671540533183285, ""conv2"": 0.1930573333949559, ""conv3"": 0.19022726127321132}","[60, 104, 208]",ok,42,FashionMNIST,SimpleCNN,93.01,93.24,0.22999999999998977,2.418745451842346,0.5229429989412893,0.7569655008410336,0.6908412581026064,
E-HRAP,0.3,93.01,92.24,30.978492510431046,40.54025396905781,2472906,1706837,40440832,24046016,3.2155914306640625,"[""conv1"", ""conv2"", ""conv3""]","[0.26904865602652234, 0.03120178294678529, 0.02008357426772515]","{""conv1"": 0.12362092244304838, ""conv2"": 0.2795451805054038, ""conv3"": 0.2868338970515478}","[57, 93, 183]",ok,42,FashionMNIST,SimpleCNN,93.01,93.36,0.3499999999999943,3.615411562143895,0.5229429989412893,0.7199115025287028,0.7263990047449471,
E-HRAP,0.4,93.01,91.63,40.85492938267771,52.80682652621984,2472906,1462602,40440832,19085312,3.131537914276123,"[""conv1"", ""conv2"", ""conv3""]","[0.26767606536547345, 0.02604459909101327, 0.01946939341723919]","{""conv1"": 0.16069068471978398, ""conv2"": 0.37671545580024784, ""conv3"": 0.3825938594799682}","[54, 80, 159]",ok,42,FashionMNIST,SimpleCNN,93.01,93.04,0.030000000000001137,3.4512359250285325,0.5229429989412893,0.6958004996704403,0.7515703124515957,
E-HRAP,0.5,93.01,90.71,49.339805071442264,62.906084622591344,2472906,1252779,40440832,15001088,3.219343662261963,"[""conv1"", ""conv2"", ""conv3""]","[0.2510259946187337, 0.025158323347568512, 0.03126506879925728]","{""conv1"": 0.21423231953442695, ""conv2"": 0.471359795951184, ""conv3"": 0.4644078845143891}","[51, 68, 138]",ok,42,FashionMNIST,SimpleCNN,93.01,93.2,0.18999999999999773,5.0466352600999915,0.5229429989412893,0.7600660010211868,0.6880231430411163,
Uniform-Magnitude,0.1,99.35,99.29,9.068798542173367,8.188305759929742,272186,247502,40518272,37200512,2.2626848220825195,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN]","{""block1.conv1"": 0.1, ""block2.conv1"": 0.1, ""block3.conv1"": 0.1, ""block4.conv1"": 0.1, ""block5.conv1"": 0.1, ""block6.conv1"": 0.1, ""block7.conv1"": 0.1, ""block8.conv1"": 0.1, ""block9.conv1"": 0.1}","[15, 15, 15, 29, 29, 29, 58, 58, 58]",ok,42,MNIST,ResNet20,99.35,99.43,0.0800000000000125,1.5437546588883548,2.497941499314038,2.6854960015043616,0.9301602005420008,
Uniform-Magnitude,0.2,99.35,92.13,18.45723145202178,18.560159722507414,272186,221948,40518272,32998016,2.2544946670532227,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN]","{""block1.conv1"": 0.2, ""block2.conv1"": 0.2, ""block3.conv1"": 0.2, ""block4.conv1"": 0.2, ""block5.conv1"": 0.2, ""block6.conv1"": 0.2, ""block7.conv1"": 0.2, ""block8.conv1"": 0.2, ""block9.conv1"": 0.2}","[13, 13, 13, 26, 26, 26, 52, 52, 52]",ok,42,MNIST,ResNet20,99.35,99.43,0.0800000000000125,39.550893745770196,2.497941499314038,2.6214660010737134,0.9528796094593325,
Uniform-Magnitude,0.3,99.35,56.79,28.692144342471693,27.248861945543975,272186,194090,40518272,29477504,2.2636325359344482,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN]","{""block1.conv1"": 0.3, ""block2.conv1"": 0.3, ""block3.conv1"": 0.3, ""block4.conv1"": 0.3, ""block5.conv1"": 0.3, ""block6.conv1"": 0.3, ""block7.conv1"": 0.3, ""block8.conv1"": 0.3, ""block9.conv1"": 0.3}","[12, 12, 12, 23, 23, 23, 45, 45, 45]",ok,42,MNIST,ResNet20,99.35,99.52,0.1700000000000017,148.92578083384552,2.497941499314038,2.745355499428115,0.909879066603354,
Uniform-Magnitude,0.4,99.35,14.91,38.080577252320104,37.620715908121646,272186,168536,40518272,25275008,2.3877601623535156,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN]","{""block1.conv1"": 0.4, ""block2.conv1"": 0.4, ""block3.conv1"": 0.4, ""block4.conv1"": 0.4, ""block5.conv1"": 0.4, ""block6.conv1"": 0.4, ""block7.conv1"": 0.4, ""block8.conv1"": 0.4, ""block9.conv1"": 0.4}","[10, 10, 10, 20, 20, 20, 39, 39, 39]",ok,42,MNIST,ResNet20,99.35,99.49,0.14000000000000057,222.10797761698024,2.497941499314038,2.631774499604944,0.9491472387505101,
Uniform-Magnitude,0.5,99.35,9.95,49.21928387205808,49.49375926001978,272186,138218,40518272,20464256,2.2413108348846436,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN]","{""block1.conv1"": 0.5, ""block2.conv1"": 0.5, ""block3.conv1"": 0.5, ""block4.conv1"": 0.5, ""block5.conv1"": 0.5, ""block6.conv1"": 0.5, ""block7.conv1"": 0.5, ""block8.conv1"": 0.5, ""block9.conv1"": 0.5}","[8, 8, 8, 16, 16, 16, 32, 32, 32]",ok,42,MNIST,ResNet20,99.35,99.42,0.07000000000000739,181.77834572435208,2.497941499314038,2.5026330004038755,0.9981253739205548,
Adaptive-Magnitude,0.1,99.35,99.37,8.538278970997773,7.687909296822925,272186,248946,40518272,37403264,3.530367374420166,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[0.0062801737027863664, 0.006056825494548927, 0.0030150361429453674, 0.0018478644196875393, 0.006616111223896344, 0.0016654472759303947, 0.006744310570259889, 0.0016171196669650574, 0.00036326077436873067]","{""block1.conv1"": 0.08714815410214109, ""block2.conv1"": 0.08760521737613253, ""block3.conv1"": 0.09382998278082391, ""block4.conv1"": 0.09621850128899714, ""block5.conv1"": 0.08646068629361557, ""block6.conv1"": 0.09659180259110192, ""block7.conv1"": 0.08619833714188119, ""block8.conv1"": 0.09669070096755272, ""block9.conv1"": 0.09925661745775399}","[15, 15, 15, 29, 30, 29, 59, 58, 58]",ok,42,MNIST,ResNet20,99.35,99.52,0.1700000000000017,1.756794320137594,2.497941499314038,2.765874996839557,0.9031288478938222,
Adaptive-Magnitude,0.2,99.35,97.55,17.44836251680836,16.695045632745643,272186,224694,40518272,33753728,3.4530370235443115,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[0.005623218627685371, 0.0010550215132146452, 0.001973683053317169, 0.005656321222583453, 0.007040320585171382, 0.0027222417411394417, 0.0031389855430461466, 0.0009277424639246116, 0.0002204759281691319]","{""block1.conv1"": 0.1722388634094239, ""block2.conv1"": 0.19479148895435996, ""block3.conv1"": 0.19025617027232736, ""block4.conv1"": 0.17207543998250185, ""block5.conv1"": 0.16524280588271606, ""block6.conv1"": 0.1865606283852693, ""block7.conv1"": 0.18450321565174196, ""block8.conv1"": 0.19541984991743241, ""block9.conv1"": 0.1989115375442273}","[14, 13, 13, 27, 27, 27, 53, 52, 52]",ok,42,MNIST,ResNet20,99.35,99.53,0.18000000000000682,11.3477697296387,2.497941499314038,2.6317475021642167,0.9491569754544676,
Adaptive-Magnitude,0.3,99.35,87.51,26.994775631369723,25.29276668067187,272186,198710,40518272,30270080,3.5366766452789307,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[0.009958055491248766, 0.0039250224363058805, 0.0029209984155992665, 0.0020549350883811712, 0.003560922845887641, 0.0034022354520857334, 0.0010035547893494368, 0.0029299703504269323, 0.00041826330410306883]","{""block1.conv1"": 0.23069548114484428, ""block2.conv1"": 0.2726832420563507, ""block3.conv1"": 0.27967089157640423, ""block4.conv1"": 0.28569838381559626, ""block5.conv1"": 0.27521724550225146, ""block6.conv1"": 0.2763216532338096, ""block7.conv1"": 0.29301561616303784, ""block8.conv1"": 0.27960845010608126, ""block9.conv1"": 0.29708903640162426}","[13, 12, 12, 23, 24, 24, 46, 47, 45]",ok,42,MNIST,ResNet20,99.35,99.46,0.10999999999999943,44.26782486798406,2.497941499314038,2.691639503609622,0.9280371669252792,
Adaptive-Magnitude,0.4,99.35,21.27,36.27666375199312,34.9367712423669,272186,173446,40518272,26362496,3.52690052986145,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[0.00685153001298507, 0.005103633273392916, 0.002210016129538417, 0.0018309426571552951, 0.00574154406785965, 0.0012327757322054822, 0.002290149345450724, 0.0026053139445139095, 0.0004267910747633626]","{""block1.conv1"": 0.3321935107383531, ""block2.conv1"": 0.3494916530918136, ""block3.conv1"": 0.3781284713528789, ""block4.conv1"": 0.38187998981456667, ""block5.conv1"": 0.343178538889158, ""block6.conv1"": 0.3877997769418817, ""block7.conv1"": 0.3773354292098887, ""block8.conv1"": 0.3742163879210776, ""block9.conv1"": 0.3957762420403818}","[11, 11, 10, 20, 22, 20, 40, 41, 39]",ok,42,MNIST,ResNet20,99.35,99.36,0.010000000000005116,215.26235304841,2.497941499314038,2.5552480001351796,0.977573018032649,
Adaptive-Magnitude,0.5,99.35,10.21,44.33879773390255,43.4435111151828,272186,151502,40518272,22915712,3.4583866596221924,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[0.0051294750689218445, 0.0031338196519451835, 0.0016197904478758574, 0.0026748776920915893, 0.002268883186237266, 0.0017361217178404331, 0.0025751864498791597, 0.0048430754492680235, 0.000346926737014049]","{""block1.conv1"": 0.4262041790374452, ""block2.conv1"": 0.4549149199759165, ""block3.conv1"": 0.4766966864479901, ""block4.conv1"": 0.4615175446590458, ""block5.conv1"": 0.4673584343140771, ""block6.conv1"": 0.47502307239288627, ""block7.conv1"": 0.462951764918038, ""block8.conv1"": 0.4303245022229051, ""block9.conv1"": 0.495008896031696}","[10, 9, 9, 18, 18, 17, 35, 37, 33]",ok,42,MNIST,ResNet20,99.35,99.5,0.15000000000000568,201.38119336448906,2.497941499314038,2.619218998006545,0.9536970758135117,
Adaptive-Correlation,0.1,99.35,91.62,8.378829182985164,7.414965771491933,272186,249380,40518272,37513856,4.522785902023315,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[0.006704303358371059, 0.0030903839118157825, 0.005261001487572988, 0.0028945511439815164, 0.005198702274356037, 0.001159143605036661, 0.004658854576215769, 0.0015880909437934558, 0.0006301040145141693]","{""block1.conv1"": 0.08495112397827734, ""block2.conv1"": 0.09306314140896188, ""block3.conv1"": 0.08819084475977221, ""block4.conv1"": 0.09350271922735653, ""block5.conv1"": 0.08833068526009535, ""block6.conv1"": 0.09739811767589711, ""block7.conv1"": 0.08954245934692592, ""block8.conv1"": 0.09643527709787658, ""block9.conv1"": 0.09858563124483714}","[15, 15, 15, 30, 30, 29, 59, 58, 58]",ok,42,MNIST,ResNet20,99.35,99.44,0.09000000000000341,93.33046215908087,2.497941499314038,2.709553999011405,0.9219013535900836,
Adaptive-Correlation,0.2,99.35,75.66,17.28891272879575,15.46679976875618,272186,225128,40518272,34251392,4.6490418910980225,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[0.0036744053359143436, 0.0026078727047812813, 0.0029834597759569683, 0.0011590987172288199, 0.01095149510850509, 0.0017869726871140301, 0.001468028446349005, 0.0036734545525784292, 0.0001320776621772287]","{""block1.conv1"": 0.18191021593983875, ""block2.conv1"": 0.18716095537289362, ""block3.conv1"": 0.18531187004010577, ""block4.conv1"": 0.19429354042839653, ""block5.conv1"": 0.1460837432080771, ""block6.conv1"": 0.19120239955147603, ""block7.conv1"": 0.19277262164599507, ""block8.conv1"": 0.18191489682386275, ""block9.conv1"": 0.19934975698935448}","[14, 14, 14, 26, 28, 26, 52, 53, 52]",ok,42,MNIST,ResNet20,99.35,99.54,0.19000000000001194,138.12320285605003,2.497941499314038,3.28593149970402,0.7601928097220042,
Adaptive-Correlation,0.3,99.35,36.46,26.94187063258213,25.611200793558027,272186,198854,40518272,30141056,4.450922012329102,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[0.013649093802087009, 0.0034818414909144244, 0.001433302299119532, 0.005050900547454755, 0.0020490243138434985, 0.0011815149143027763, 0.0028815187458045934, 0.0010504388871292274, 0.0007440676902964091]","{""block1.conv1"": 0.20906869065607303, ""block2.conv1"": 0.2768037050453526, ""block3.conv1"": 0.2904512301963467, ""block4.conv1"": 0.26635051331570514, ""block5.conv1"": 0.28634924292872527, ""block6.conv1"": 0.29212865705776736, ""block7.conv1"": 0.2808031011981896, ""block8.conv1"": 0.293001895599997, ""block9.conv1"": 0.2950429640018432}","[13, 12, 12, 24, 23, 23, 47, 46, 46]",ok,42,MNIST,ResNet20,99.35,99.53,0.18000000000000682,234.09658839251625,2.497941499314038,2.6810410017787945,0.9317058178732534,
Adaptive-Correlation,0.4,99.35,33.79,36.329568750780716,35.300695942808225,272186,173302,40518272,26215040,4.443864345550537,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[0.011079763760790229, 0.0009357651967244843, 0.0017217972393458088, 0.0029543261819829545, 0.002195724591729231, 0.00046824933572982747, 0.004395369304499279, 0.0020387160475365818, 0.00027745888534506474]","{""block1.conv1"": 0.2809869353552446, ""block2.conv1"": 0.389948496533455, ""block3.conv1"": 0.3815053487984469, ""block4.conv1"": 0.3682661633885817, ""block5.conv1"": 0.37641466745867586, ""block6.conv1"": 0.39497030896450247, ""block7.conv1"": 0.3527872270142485, ""block8.conv1"": 0.3781011716498488, ""block9.conv1"": 0.39701968083699657}","[12, 10, 10, 21, 20, 20, 42, 40, 39]",ok,42,MNIST,ResNet20,99.35,99.49,0.14000000000000057,180.84442579183687,2.497941499314038,2.5507225036562886,0.9793074298491535,
Adaptive-Correlation,0.5,99.35,25.13,46.24631685685524,43.579982877848295,272186,146310,40518272,22860416,4.608883380889893,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[0.01358980817409853, 0.007294427099016805, 0.004641728980156283, 0.0035222520818933845, 0.005479727406054735, 0.001610335990941773, 0.0018468978742021136, 0.0009354938908169667, 0.00025111464007447165]","{""block1.conv1"": 0.37857503244125007, ""block2.conv1"": 0.43482427694999193, ""block3.conv1"": 0.4585261407952601, ""block4.conv1"": 0.46852866947799915, ""block5.conv1"": 0.4510386229160202, ""block6.conv1"": 0.485611644185569, ""block7.conv1"": 0.4834979632099044, ""block8.conv1"": 0.49164135991556085, ""block9.conv1"": 0.49775629010844424}","[10, 10, 9, 18, 18, 17, 34, 33, 33]",ok,42,MNIST,ResNet20,99.35,99.43,0.0800000000000125,160.66144300740416,2.497941499314038,2.6351095002610236,0.9479459958178594,
E-HRAP,0.1,99.35,99.27,7.742499614234384,6.86907872082995,272186,251112,40518272,37735040,4.3802618980407715,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[0.004406627267599106, 0.0013527868237967293, 0.0021314564316223064, 0.0019675856844211617, 0.00258166440956605, 0.00296174882290264, 0.002944853544856111, 0.0024327116164689264, 6.647830862978783e-05]","{""block1.conv1"": 0.08520266730146446, ""block2.conv1"": 0.0954573791958534, ""block3.conv1"": 0.09284262815168103, ""block4.conv1"": 0.09339290159634522, ""block5.conv1"": 0.09133084219189455, ""block6.conv1"": 0.09005452922596187, ""block7.conv1"": 0.09011126310316701, ""block8.conv1"": 0.09183102155855906, ""block9.conv1"": 0.09977676767507344}","[15, 15, 15, 30, 30, 30, 59, 59, 58]",ok,42,MNIST,ResNet20,99.35,99.39,0.04000000000000625,1.54988706462946,2.497941499314038,2.799457000946859,0.8922950052346439,
E-HRAP,0.2,99.35,98.71,17.554172514383545,16.33112093230432,272186,224406,40518272,33901184,4.528294086456299,"[""block1.conv1"", ""block2.conv1"", ""block3.conv1"", ""block4.conv1"", ""block5.conv1"", ""block6.conv1"", ""block7.conv1"", ""block8.conv1"", ""block9.conv1""]","[0.004506328880476455, 0.005683199890578787, 0.0012155652317839365, 0.002892559083799521, 0.003995784597160916, 0.0013178155350033194, 0.002666346224335333, 0.001364497933536768, 0.00019184402723719055]","{""block1.conv1"": 0.173529932268645, ""block2.conv1"": 0.16661702018993685, ""block3.conv1"": 0.19285979899145778, ""block4.conv1"": 0.18300917733793454, ""block5.conv1"": 0.17652885714023347, ""block6.conv1"": 0.19225918316346197, ""block7.conv1"": 0.18433794624729283, ""block8.conv1"": 0.19198497187444663, ""block9.conv1"": 0.19887311278659106}","[14, 14, 13, 27, 27, 26, 53, 52, 52]",ok,42,MNIST,ResNet20,99.35,99.39,0.04000000000000625,3.8737228966094994,2.497941499314038,2.6964245007548016,0.9263902989365351,
